location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
L01,10-18-2016 10:52:12,-200,-81,-77,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
L01,10-18-2016 10:52:10,-200,-81,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L01,10-18-2016 10:52:08,-200,-81,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O01,10-18-2016 10:51:12,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
O02,10-18-2016 10:51:10,-200,-200,-200,-200,-80,-80,-200,-200,-200,-200,-200,-200,-200
O02,10-18-2016 10:51:08,-200,-200,-200,-200,-80,-80,-200,-200,-200,-200,-200,-200,-200
I09,10-18-2016 10:50:42,-78,-86,-200,-200,-76,-79,-200,-67,-200,-200,-200,-200,-200
I09,10-18-2016 10:50:40,-78,-86,-200,-200,-75,-79,-200,-65,-200,-200,-200,-200,-200
I09,10-18-2016 10:50:38,-78,-86,-200,-200,-75,-79,-200,-68,-200,-200,-200,-200,-200
I09,10-18-2016 10:50:36,-78,-86,-200,-200,-76,-79,-200,-65,-200,-200,-200,-200,-200
K01,10-18-2016 10:50:22,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200
K01,10-18-2016 10:50:20,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
K02,10-18-2016 10:50:18,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
D14,10-18-2016 10:45:12,-200,-200,-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200
D14,10-18-2016 10:45:09,-200,-200,-200,-200,-200,-200,-200,-200,-66,-200,-200,-200,-200
D13,10-18-2016 10:45:06,-200,-200,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200
D13,10-18-2016 10:45:03,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200
D13,10-18-2016 10:45:00,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200
J08,10-18-2016 10:37:12,-200,-85,-200,-200,-73,-200,-200,-78,-200,-200,-200,-200,-200
P15,10-18-2016 10:35:28,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200
P15,10-18-2016 10:35:26,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-80,-200
P15,10-18-2016 10:35:24,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200
I15,10-4-2016 10:58:27,-200,-200,-200,-200,-200,-200,-200,-200,-78,-76,-200,-200,-200
I15,10-4-2016 10:58:24,-200,-200,-200,-200,-200,-200,-200,-200,-78,-78,-200,-200,-200
I15,10-4-2016 10:58:22,-200,-200,-200,-200,-200,-200,-200,-200,-78,-75,-200,-200,-200
I15,10-4-2016 10:58:20,-200,-200,-200,-200,-200,-200,-200,-200,-78,-77,-200,-200,-200
I15,10-4-2016 10:58:18,-200,-200,-200,-200,-200,-200,-200,-200,-78,-73,-200,-200,-200
J15,10-4-2016 10:58:07,-200,-200,-200,-200,-200,-200,-200,-200,-81,-63,-77,-200,-200
J15,10-4-2016 10:58:06,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74,-80,-200,-200
J15,10-4-2016 10:57:59,-200,-200,-200,-200,-200,-200,-200,-200,-200,-72,-84,-200,-200
J15,10-4-2016 10:57:57,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-82,-200,-200
S15,10-4-2016 10:55:02,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79
S15,10-4-2016 10:54:43,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81
S15,10-4-2016 10:54:42,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81
T15,10-4-2016 10:54:17,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-85
T15,10-4-2016 10:54:04,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77
T15,10-4-2016 10:53:55,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77
U15,10-4-2016 10:52:13,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78
U15,10-4-2016 10:51:51,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-81
U15,10-4-2016 10:51:50,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-80
U15,10-4-2016 10:51:46,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-80
U15,10-4-2016 10:51:21,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81
V15,10-4-2016 10:50:58,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-74
V15,10-4-2016 10:50:56,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-70
V15,10-4-2016 10:50:45,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-64
V15,10-4-2016 10:50:43,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-69
V15,10-4-2016 10:50:31,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-63
V15,10-4-2016 10:50:28,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66
V15,10-4-2016 10:50:24,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77
V15,10-4-2016 10:50:23,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-66
S08,10-3-2016 11:53:36,-200,-200,-200,-81,-200,-200,-69,-200,-200,-200,-200,-200,-200
S08,10-3-2016 11:53:34,-200,-200,-200,-80,-200,-200,-69,-200,-200,-200,-200,-200,-200
S08,10-3-2016 11:53:25,-200,-200,-200,-80,-200,-200,-67,-200,-200,-200,-200,-200,-200
S08,10-3-2016 11:53:23,-200,-200,-200,-81,-200,-200,-69,-200,-200,-200,-200,-200,-200
L09,9-27-2016 12:38:58,-200,-200,-200,-200,-80,-200,-200,-75,-200,-200,-200,-200,-200
L09,9-27-2016 12:38:54,-78,-200,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200
L08,9-27-2016 12:38:46,-200,-200,-200,-200,-200,-75,-200,-80,-200,-200,-200,-200,-200
L08,9-27-2016 12:38:29,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
L08,9-27-2016 12:38:28,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
K02,9-21-2016 11:31:12,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K02,9-21-2016 11:31:08,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K01,9-21-2016 11:30:55,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
K01,9-21-2016 11:30:12,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
J08,9-21-2016 11:26:44,-200,-84,-200,-200,-73,-200,-200,-81,-200,-200,-200,-200,-200
J08,9-21-2016 11:26:42,-200,-85,-200,-200,-74,-200,-200,-76,-200,-200,-200,-200,-200
D13,9-19-2016 12:04:52,-200,-200,-200,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200
D13,9-19-2016 12:04:50,-200,-200,-200,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200
D13,9-19-2016 12:04:47,-200,-200,-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200
D14,9-19-2016 12:04:38,-200,-200,-200,-200,-200,-200,-200,-200,-71,-200,-200,-200,-200
D14,9-19-2016 12:04:17,-200,-200,-200,-200,-200,-200,-200,-200,-68,-200,-200,-200,-200
I09,9-19-2016 12:01:59,-78,-86,-200,-200,-74,-79,-200,-71,-200,-200,-200,-200,-200
I09,9-19-2016 12:01:58,-78,-86,-200,-200,-75,-79,-200,-69,-200,-200,-200,-200,-200
I09,9-19-2016 12:01:50,-78,-86,-200,-200,-76,-79,-200,-69,-200,-200,-200,-200,-200
I09,9-19-2016 12:01:47,-78,-86,-200,-200,-74,-79,-200,-68,-200,-200,-200,-200,-200
J08,8-4-2016 13:10:21,-200,-85,-200,-200,-74,-200,-200,-77,-200,-200,-200,-200,-200
J08,8-4-2016 13:10:16,-200,-84,-200,-200,-74,-200,-200,-80,-200,-200,-200,-200,-200
J08,8-4-2016 13:10:13,-200,-85,-200,-200,-73,-200,-200,-79,-200,-200,-200,-200,-200
T15,7-21-2016 12:13:10,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-80
T15,7-21-2016 12:12:40,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-84
P15,7-21-2016 12:10:44,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-78,-200
P15,7-21-2016 12:10:42,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200
P15,7-21-2016 12:10:39,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-81,-200
P15,7-21-2016 12:10:37,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-80,-200
J15,7-21-2016 12:08:04,-200,-200,-200,-200,-200,-200,-200,-200,-200,-73,-80,-200,-200
J15,7-21-2016 12:07:59,-200,-200,-200,-200,-200,-200,-200,-200,-200,-77,-84,-200,-200
G15,7-21-2016 12:07:36,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200
G15,7-21-2016 12:07:34,-200,-200,-200,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200
E15,7-21-2016 12:07:10,-200,-200,-200,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200
E15,7-21-2016 12:07:08,-200,-200,-200,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200
J10,7-21-2016 12:05:42,-200,-200,-200,-200,-77,-200,-200,-63,-200,-200,-200,-200,-200
J10,7-21-2016 12:05:41,-200,-200,-200,-200,-200,-200,-200,-64,-200,-200,-200,-200,-200
J10,7-21-2016 12:05:38,-200,-200,-200,-200,-200,-200,-200,-57,-200,-200,-200,-200,-200
J10,7-21-2016 12:05:36,-200,-80,-200,-200,-200,-200,-200,-60,-200,-79,-200,-200,-200
F08,7-21-2016 11:59:21,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
F08,7-21-2016 11:59:18,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P06,5-25-2016 10:25:34,-200,-200,-200,-81,-200,-80,-200,-200,-200,-200,-200,-200,-200
P06,5-25-2016 10:25:31,-200,-200,-200,-81,-200,-78,-200,-200,-200,-200,-200,-200,-200
P06,5-25-2016 10:25:15,-200,-200,-200,-81,-200,-80,-200,-200,-200,-200,-200,-200,-200
P06,5-25-2016 10:25:08,-200,-200,-200,-81,-200,-78,-200,-200,-200,-200,-200,-200,-200
Q06,5-25-2016 10:24:41,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200
Q06,5-25-2016 10:24:39,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
R06,5-25-2016 10:23:46,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200
R06,5-25-2016 10:23:44,-200,-200,-200,-78,-200,-200,-77,-200,-200,-200,-200,-200,-200
R06,5-25-2016 10:23:35,-200,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200
U05,5-25-2016 10:22:03,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,5-25-2016 10:22:02,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,5-25-2016 10:21:57,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
U05,5-25-2016 10:21:55,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
T03,4-20-2016 10:18:20,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
T03,4-20-2016 10:18:18,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
T03,4-20-2016 10:18:11,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,4-20-2016 10:05:40,-200,-200,-88,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,4-20-2016 10:05:37,-200,-200,-88,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,4-20-2016 10:04:58,-200,-200,-88,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,4-20-2016 10:04:52,-200,-200,-88,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
T01,4-20-2016 10:03:30,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
T01,4-20-2016 10:03:19,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q02,4-20-2016 9:54:00,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q02,4-20-2016 9:53:58,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q02,4-20-2016 9:53:57,-200,-200,-80,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q02,4-20-2016 9:53:54,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q01,4-20-2016 9:53:00,-200,-200,-81,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q01,4-20-2016 9:52:55,-200,-200,-81,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q01,4-20-2016 9:52:48,-200,-200,-81,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q01,4-20-2016 9:52:45,-200,-200,-81,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q01,4-20-2016 9:52:00,-200,-200,-80,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q01,4-20-2016 9:51:51,-200,-200,-79,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
P02,4-20-2016 9:50:46,-200,-81,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P02,4-20-2016 9:50:45,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P02,4-20-2016 9:50:37,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P02,4-20-2016 9:50:34,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P02,4-20-2016 9:50:27,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O02,4-20-2016 9:46:38,-200,-200,-200,-200,-80,-80,-200,-200,-200,-200,-200,-200,-200
O02,4-20-2016 9:46:36,-200,-200,-200,-200,-80,-80,-200,-200,-200,-200,-200,-200,-200
O02,4-20-2016 9:46:28,-200,-200,-76,-200,-80,-80,-200,-200,-200,-200,-200,-200,-200
O02,4-20-2016 9:46:26,-200,-200,-200,-200,-80,-79,-200,-200,-200,-200,-200,-200,-200
O02,4-20-2016 9:46:07,-200,-200,-200,-200,-80,-81,-200,-200,-200,-200,-200,-200,-200
O01,4-20-2016 9:45:40,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
L01,4-19-2016 9:44:53,-200,-81,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L01,4-19-2016 9:44:51,-200,-81,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L01,4-19-2016 9:44:43,-200,-81,-78,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
K02,4-19-2016 9:43:43,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K02,4-19-2016 9:43:39,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K02,4-19-2016 9:41:47,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K01,4-19-2016 9:41:02,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200
